9,0
16394,0
16396,0
16419,0
113,0
146,0
147,0
16549,0
16638,0
16676,0
343,0
404,0
405,0
406,0
407,0
16792,0
480,0
555,0
17113,0
811,0
817,0
865,0
1071,0
1173,0
1287,0
1313,0
1359,0
1360,0
1488,0
1526,0
1571,0
1747,0
1794,0
2056,0
2079,0
2198,0
2230,0
2259,0
2308,0
2379,0
2398,0
2549,0
2630,0
2664,0
2720,0
2920,0
3194,0
3254,0
3258,0
3382,0
3575,0
3578,0
3598,0
3620,0
3623,0
3772,0
3831,0
3841,0
3857,0
4023,0
4175,0
4178,0
4374,0
4498,0
4505,0
4551,0
4796,0
5058,0
5296,0
5300,0
5469,0
5537,0
5540,0
5644,0
5694,0
6106,0
6120,0
6222,0
6287,0
6312,0
6419,0
6478,0
6532,0
6577,0
6635,0
6661,0
6687,0
6763,0
6852,0
6862,0
6864,0
6894,0
7063,0
7090,0
7141,0
7158,0
7185,0
7189,0
7245,0
7317,0
7349,0
7358,0
7363,0
7631,0
7636,0
7690,0
7694,0
7696,0
7707,0
7864,0
7866,0
7949,0
7958,0
7974,0
7975,0
7979,0
8007,0
8012,0
8227,0
8306,0
8320,0
8454,0
8479,0
8545,0
8562,0
8733,0
8768,0
8791,0
8797,0
8846,0
8992,0
9030,0
9040,0
9053,0
9268,0
9284,0
9383,0
9414,0
9438,0
9599,0
9904,0
9959,0
10054,0
10068,0
10085,0
10112,0
10115,0
10180,0
10181,0
10237,0
10387,0
10547,0
10805,0
10817,0
10877,0
10894,0
11027,0
11090,0
11156,0
11282,0
11400,0
11510,0
11636,0
11643,0
11728,0
11730,0
12045,0
12155,0
12288,0
12579,0
12698,0
12824,0
12929,0
12978,0
13062,0
14282,0
14729,0
14761,0
15029,0
15037,0
15120,0
15278,0
15280,0
15528,0
15553,0
15655,0
15808,0
15878,0
15959,0
16288,0
16300,0
16399,1
16415,1
40,1
16434,1
58,1
64,1
80,1
100,1
16495,1
16496,1
123,1
130,1
16527,1
145,1
186,1
16574,1
16644,1
293,1
315,1
334,1
16718,1
361,1
16755,1
389,1
409,1
16824,1
16826,1
447,1
16885,1
552,1
16939,1
16941,1
16978,1
16986,1
16992,1
17007,1
17015,1
17089,1
793,1
17180,1
17186,1
816,1
17223,1
839,1
852,1
867,1
868,1
895,1
922,1
929,1
940,1
1016,1
1024,1
17529,1
17559,1
1184,1
1193,1
1208,1
1209,1
17643,1
17688,1
1339,1
1343,1
17752,1
17785,1
17825,1
1466,1
17875,1
1502,1
17933,1
1572,1
1620,1
18061,1
1681,1
1694,1
1732,1
1751,1
18188,1
1912,1
1946,1
18339,1
18355,1
18430,1
18432,1
18435,1
2116,1
2173,1
2196,1
2203,1
2231,1
2260,1
2303,1
2366,1
2428,1
2474,1
2492,1
18904,1
2522,1
2560,1
2569,1
2695,1
19081,1
2744,1
2800,1
2806,1
2810,1
2827,1
2872,1
19294,1
19297,1
19344,1
19359,1
19409,1
19418,1
3040,1
3073,1
3180,1
19650,1
3269,1
3313,1
19699,1
19703,1
3345,1
3405,1
3477,1
19890,1
3507,1
19975,1
3597,1
3619,1
3639,1
3661,1
3743,1
3777,1
3790,1
3792,1
3828,1
3846,1
20247,1
3865,1
3899,1
3910,1
3937,1
3939,1
3951,1
3980,1
4091,1
4111,1
4120,1
4132,1
4145,1
4212,1
4223,1
4286,1
20682,1
20757,1
4410,1
4519,1
20946,1
4583,1
4623,1
4638,1
4700,1
4741,1
21143,1
4774,1
4893,1
4894,1
21297,1
21301,1
4922,1
4938,1
5060,1
5114,1
5126,1
21562,1
5212,1
5245,1
5260,1
5331,1
5410,1
5429,1
5500,1
5559,1
5563,1
5579,1
5583,1
5586,1
5608,1
5647,1
5684,1
5692,1
5732,1
5782,1
5798,1
5818,1
5819,1
5822,1
5951,1
6277,1
6301,1
6353,1
6612,1
6619,1
6699,1
6748,1
6863,1
6866,1
6981,1
7027,1
7080,1
7216,1
7287,1
7332,1
7379,1
7381,1
7427,1
7465,1
7484,1
7531,1
7577,1
7591,1
7673,1
7729,1
7736,1
7870,1
7875,1
7879,1
7902,1
7912,1
7980,1
8015,1
8039,1
8050,1
8051,1
8126,1
8138,1
8211,1
8347,1
8373,1
8489,1
8541,1
8544,1
8595,1
8624,1
8629,1
8678,1
8726,1
8728,1
8761,1
8977,1
9048,1
9059,1
9098,1
9107,1
9135,1
9139,1
9165,1
9175,1
9265,1
9328,1
9337,1
9373,1
9543,1
9557,1
9560,1
9590,1
9752,1
9884,1
9909,1
9952,1
9956,1
9981,1
10155,1
10318,1
10321,1
10322,1
10324,1
10328,1
10356,1
10394,1
10414,1
10416,1
10419,1
10434,1
10440,1
10447,1
10453,1
10458,1
10541,1
10544,1
10551,1
10594,1
10710,1
10714,1
10724,1
10737,1
10757,1
10845,1
10873,1
10922,1
10988,1
11049,1
11113,1
11160,1
11171,1
11191,1
11197,1
11205,1
11272,1
11381,1
11508,1
11539,1
11602,1
11714,1
11767,1
11795,1
11798,1
11883,1
11894,1
11968,1
12059,1
12080,1
12171,1
12202,1
12205,1
12216,1
12221,1
12378,1
12383,1
12390,1
12413,1
12435,1
12515,1
12524,1
12531,1
12573,1
12621,1
12716,1
12752,1
12758,1
12813,1
12814,1
12829,1
12831,1
12885,1
13019,1
13142,1
13159,1
13552,1
13656,1
13708,1
13709,1
13739,1
14314,1
14324,1
14393,1
14626,1
14666,1
14672,1
14697,1
14930,1
14967,1
15017,1
15093,1
15103,1
15250,1
15296,1
15311,1
15325,1
15389,1
15438,1
15464,1
15468,1
15510,1
15523,1
15591,1
15598,1
15641,1
15762,1
15768,1
15816,1
15841,1
15914,1
15987,1
15996,1
16052,1
16063,1
16086,1
16133,1
16136,1
16149,1
16159,1
16173,1
16188,1
16264,1
16312,1
16336,1
16343,1
16367,1
16369,1
68,2
125,2
16523,2
16663,2
16675,2
16707,2
467,2
16872,2
16953,2
17098,2
735,2
764,2
17168,2
17171,2
17597,2
1280,2
1291,2
17677,2
17687,2
17719,2
1354,2
17775,2
17777,2
17798,2
17810,2
17835,2
1497,2
1500,2
17957,2
1577,2
1606,2
18037,2
18040,2
1665,2
1667,2
1673,2
18205,2
1835,2
2102,2
18566,2
2224,2
18654,2
2281,2
2325,2
2344,2
2434,2
18842,2
18906,2
2540,2
2578,2
18986,2
2671,2
19092,2
19331,2
19379,2
19380,2
2999,2
19426,2
19435,2
3080,2
19482,2
3100,2
3239,2
3252,2
19645,2
19732,2
3422,2
19839,2
3643,2
3833,2
20298,2
3933,2
20328,2
20552,2
4371,2
4401,2
4411,2
4493,2
20917,2
20945,2
21039,2
4659,2
21133,2
21177,2
21393,2
21538,2
5597,2
5875,2
6188,2
6556,2
6695,2
6697,2
6797,2
6841,2
6884,2
6888,2
6913,2
7087,2
7199,2
7247,2
7352,2
7354,2
7469,2
7482,2
7679,2
7824,2
7825,2
7855,2
7984,2
